topic,length_chars,length_words,quality_score,sentiment,source_detail,plagiarism_score,notes,text_cleaned,text_cleaned_lower,ai_pattern_count,text_cleaned_lem,creation_year,creation_month,creation_dayofweek,label_encoded,avg_word_length,lexical_diversity,punctuation_density,exclamation_count,question_count,hedge_words_count,intensifier_count,first_person_count,sentence_count,type_token_ratio,avg_sentence_length,readability_score,grade_level,entity_density,person_entity_count,org_entity_count,location_entity_count,total_entities,passive_voice_ratio,unique_bigram_ratio,sentence_length_variability,contraction_density,leakage_flag
Entertainment,121,16.0,4.05,0.11,Bloomz-7B,0.018,no_tone,A concise overview of entertainment there are tradeoffs to consider. will shape future developments.,a concise overview of entertainment there are tradeoffs to consider. will shape future developments.,0,concise overview entertainment tradeoff consider . shape future development .,2023,7,2,1,6.214285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,36.572857142857174,9.89714285714286,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,3.0,0.0,True
Science,84,12.0,2.54,-0.46,Bloomz-7B,0.025,no_tone,science and highlights that there are tradeoffs to consider.,science and highlights that there are tradeoffs to consider.,1,science highlight tradeoff consider .,2025,2,0,1,5.777777777777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,66.10000000000002,6.2755555555555596,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,False
Food,115,17.0,4.28,0.36,Llama-3-Small,0.02,no_tone,food shows it can be optimized with simple heuristics. Further investigation is warranted.,food shows it can be optimized with simple heuristics. further investigation is warranted.,1,food show optimize simple heuristic . investigation warrant .,2023,10,2,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.5,37.54519230769233,9.637307692307694,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,1.0,2.5,0.0,False
Sports,117,17.0,2.38,-0.43,Author_97,0.298,personal_tone,"sports, I believe privacy concerns remain a top challenge. Further investigation is warranted.","sports, i believe privacy concerns remain a top challenge. further investigation is warranted.",0,"sport , believe privacy concern remain challenge . investigation warrant .",2024,11,0,0,6.3076923076923075,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,2.0,1.0,8.5,31.037500000000023,10.545000000000002,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,2.5,0.0,True
Science,91,13.0,4.56,0.12,Llama-3-Small,0.112,no_tone,science is associated with privacy concerns remain a top challenge.,science is associated with privacy concerns remain a top challenge.,1,science associate privacy concern remain challenge .,2025,4,5,1,5.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,27.485000000000014,11.91,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,True
Sports,90,13.0,4.98,-0.55,Claude-2,0.083,no_tone,sports and highlights that privacy concerns remain a top challenge.,sports and highlights that privacy concerns remain a top challenge.,1,sport highlight privacy concern remain challenge .,2024,2,0,1,5.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,61.32500000000002,7.190000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Finance,143,18.0,4.69,0.2,Gpt-5-Base,0.014,no_tone,finance and highlights that adoption increases with better education. will shape future developments.,finance and highlights that adoption increases with better education. will shape future developments.,1,finance highlight adoption increase well education . shape future development .,2025,2,6,1,6.846153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,24.529807692307713,11.45269230769231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,False
Travel,117,16.0,2.98,0.03,Author_52,0.128,personal_tone,"After trying several approaches related to travel, I noticed the community response has been overwhelmingly positive.","after trying several approaches related to travel, i noticed the community response has been overwhelmingly positive.",1,"try approach relate travel , notice community response overwhelmingly positive .",2025,2,6,0,6.375,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,5.532499999999999,16.462500000000002,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,False
Finance,130,17.0,3.49,0.06,Author_79,0.273,personal_tone,"finance, I believe it improves efficiency significantly. will shape future developments.","finance, i believe it improves efficiency significantly. will shape future developments.",0,"finance , believe improve efficiency significantly . shape future development .",2024,9,1,0,7.090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,2.0,1.0,8.5,8.979772727272717,13.373181818181823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,False
Entertainment,96,14.0,4.76,-0.21,Author_87,0.042,no_tone,My personal opinion on entertainment is that costs can vary greatly depending on implementation.,my personal opinion on entertainment is that costs can vary greatly depending on implementation.,0,personal opinion entertainment cost vary greatly depend implementation .,2023,1,5,0,5.928571428571429,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9285714285714286,14.0,17.382142857142867,14.312857142857148,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0,0.0,True
Health,142,20.0,2.35,-0.54,Author_15,0.133,no_tone,", health often leads to costs can vary greatly depending on implementation. will shape future developments.",", health often leads to costs can vary greatly depending on implementation. will shape future developments.",0,", health lead cost vary greatly depend implementation . shape future development .",2025,6,2,0,5.75,1.0,0.0625,0.0,0.0,1.0,0.0,0.0,2.0,1.0,10.0,41.30250000000001,9.361666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,False
Science,107,14.0,3.81,0.03,Claude-2,0.022,no_tone,science and highlights that the community response has been overwhelmingly positive.,science and highlights that the community response has been overwhelmingly positive.,2,science highlight community response overwhelmingly positive .,2024,2,3,1,6.7272727272727275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,18.77909090909094,13.372727272727271,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Science,102,14.0,3.12,0.24,Gpt-5-Base,0.116,no_tone,science is associated with costs can vary greatly depending on implementation.,science is associated with costs can vary greatly depending on implementation.,1,science associate cost vary greatly depend implementation .,2023,8,5,1,6.181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,11.088181818181852,14.445454545454545,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Technology,93,14.0,2.52,0.18,Author_22,0.016,no_tone,My personal opinion on technology is that costs can vary greatly depending on implementation.,my personal opinion on technology is that costs can vary greatly depending on implementation.,0,personal opinion technology cost vary greatly depend implementation .,2024,12,3,0,5.714285714285714,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9285714285714286,14.0,17.382142857142867,14.312857142857148,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0,0.0,False
Finance,94,14.0,2.8,0.68,Gpt-5-Base,0.124,no_tone,finance and highlights that it can be optimized with simple heuristics.,finance and highlights that it can be optimized with simple heuristics.,1,finance highlight optimize simple heuristic .,2023,8,2,1,5.545454545454546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,57.23363636363638,8.009090909090911,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Finance,103,14.0,1.64,0.7,Author_99,0.332,personal_tone,"After trying several approaches related to finance, I noticed adoption increases with better education.","after trying several approaches related to finance, i noticed adoption increases with better education.",0,"try approach relate finance , notice adoption increase well education .",2023,3,5,0,6.428571428571429,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,5.296428571428578,15.99857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Food,82,14.0,1.88,0.71,Author_59,0.078,personal_tone,"food, I believe it can be optimized with simple heuristics.","food, i believe it can be optimized with simple heuristics.",0,"food , believe optimize simple heuristic .",2025,5,3,0,5.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,61.32500000000002,7.190000000000001,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,False
Technology,84,13.0,4.17,-0.17,Author_56,0.174,no_tone,My personal opinion on technology is that the results are promising but preliminary.,my personal opinion on technology is that the results are promising but preliminary.,0,personal opinion technology result promise preliminary .,2023,5,2,0,5.538461538461538,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,17.932307692307717,13.98769230769231,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,1.0,0.0,0.0,False
Education,82,12.0,2.74,0.85,Author_49,0.119,no_tone,My personal opinion on education is that adoption increases with better education.,my personal opinion on education is that adoption increases with better education.,0,personal opinion education adoption increase well education .,2023,10,6,0,5.916666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,4.305000000000007,15.64,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.0,0.0,False
Lifestyle,99,14.0,3.14,0.28,Claude-2,0.11,no_tone,lifestyle is associated with it requires more data for conclusive evidence.,lifestyle is associated with it requires more data for conclusive evidence.,1,lifestyle associate require datum conclusive evidence .,2024,4,2,1,5.909090909090909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,18.77909090909094,13.372727272727271,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Sports,75,11.0,3.48,-0.11,Author_87,0.054,no_tone,My personal opinion on sports is that it improves efficiency significantly.,my personal opinion on sports is that it improves efficiency significantly.,0,personal opinion sport improve efficiency significantly .,2024,12,6,0,5.909090909090909,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,18.77909090909094,13.372727272727271,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Lifestyle,75,11.0,4.99,0.56,Gpt-5-Base,0.114,no_tone,A concise overview of lifestyle the results are promising but preliminary.,a concise overview of lifestyle the results are promising but preliminary.,0,concise overview lifestyle result promise preliminary .,2025,1,0,1,5.818181818181818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,26.470000000000027,12.3,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Finance,87,12.0,3.17,-0.48,Gpt-5-Base,0.065,no_tone,A concise overview of finance the community response has been overwhelmingly positive.,a concise overview of finance the community response has been overwhelmingly positive.,1,concise overview finance community response overwhelmingly positive .,2024,3,6,1,6.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,11.355000000000018,14.656666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.0,0.0,False
Technology,178,24.0,4.04,0.14,Author_28,0.06,personal_tone,technology in my daytoday life and found that the community response has been overwhelmingly positive. will shape future developments.,technology in my daytoday life and found that the community response has been overwhelmingly positive. will shape future developments.,1,technology daytoday life find community response overwhelmingly positive . shape future development .,2024,1,5,0,6.105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,12.0,27.992500000000007,11.715,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,5.5,0.0,False
Entertainment,124,16.0,2.8,-0.18,Author_7,0.238,personal_tone,"After trying several approaches related to entertainment, I noticed the community response has been overwhelmingly positive.","after trying several approaches related to entertainment, i noticed the community response has been overwhelmingly positive.",1,"try approach relate entertainment , notice community response overwhelmingly positive .",2024,2,4,0,6.8125,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,17.937500000000004,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,True
Education,104,14.0,2.73,0.49,Claude-2,0.04,no_tone,education and highlights that costs can vary greatly depending on implementation.,education and highlights that costs can vary greatly depending on implementation.,1,education highlight cost vary greatly depend implementation .,2023,7,5,1,6.454545454545454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,18.77909090909094,13.372727272727271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Technology,149,20.0,4.82,0.65,Claude-2,0.009,no_tone,technology shows costs can vary greatly depending on implementation. the community response has been overwhelmingly positive,technology shows costs can vary greatly depending on implementation. the community response has been overwhelmingly positive,2,technology show cost vary greatly depend implementation . community response overwhelmingly positive,2024,4,2,1,6.8125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,3.077500000000015,14.817500000000003,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,1.0,0.0,False
Science,136,19.0,2.63,0.76,Gpt-4O-Mini,0.035,no_tone,science shows it requires more data for conclusive evidence. will shape future developments.,science shows it requires more data for conclusive evidence. will shape future developments.,1,science show require datum conclusive evidence . shape future development .,2023,8,6,1,6.153846153846154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.5,37.54519230769233,9.637307692307694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,False
Sports,183,25.0,2.58,-0.26,Claude-2,0.117,no_tone,A concise overview of sports the community response has been overwhelmingly positive. will shape future developments. it requires more data for conclusive evidence,a concise overview of sports the community response has been overwhelmingly positive. will shape future developments. it requires more data for conclusive evidence,1,concise overview sport community response overwhelmingly positive . shape future development . require datum conclusive evidence,2023,10,0,1,6.130434782608695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.333333333333334,26.175072463768117,11.513043478260872,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,1.0,3.2998316455372216,0.0,False
Food,92,13.0,4.02,0.64,Claude-2,0.059,no_tone,food shows the community response has been overwhelmingly positive.,food shows the community response has been overwhelmingly positive.,2,food show community response overwhelmingly positive .,2025,1,1,1,6.555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,19.100000000000023,12.831111111111113,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,False
Health,108,16.0,4.58,0.72,Author_74,0.229,personal_tone,health in my daytoday life and found that adoption increases with better education.,health in my daytoday life and found that adoption increases with better education.,0,health daytoday life find adoption increase well education .,2023,9,3,0,5.461538461538462,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,43.963076923076954,10.356923076923078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Entertainment,99,14.0,3.2,0.6,Author_11,0.12,personal_tone,"entertainment, I believe costs can vary greatly depending on implementation.","entertainment, i believe costs can vary greatly depending on implementation.",0,"entertainment , believe cost vary greatly depend implementation .",2025,6,6,0,6.7,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,10.564999999999998,14.270000000000007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Health,89,13.0,4.46,0.05,Gpt-5-Base,0.082,no_tone,health shows costs can vary greatly depending on implementation.,health shows costs can vary greatly depending on implementation.,1,health show cost vary greatly depend implementation .,2025,3,0,1,6.222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,37.900000000000034,10.208888888888893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Health,132,18.0,3.44,0.63,Author_9,0.335,no_tone,", health often leads to adoption increases with better education. will shape future developments.",", health often leads to adoption increases with better education. will shape future developments.",0,", health lead adoption increase well education . shape future development .",2023,6,4,0,6.0,1.0,0.07142857142857142,0.0,0.0,1.0,0.0,0.0,2.0,1.0,9.0,31.037500000000023,10.545000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,False
Sports,101,14.0,3.78,0.67,Claude-2,0.009,no_tone,sports and highlights that costs can vary greatly depending on implementation.,sports and highlights that costs can vary greatly depending on implementation.,1,sport highlight cost vary greatly depend implementation .,2025,5,3,1,6.181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,41.8518181818182,10.154545454545456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Education,87,11.0,4.87,0.24,Claude-2,0.112,no_tone,Researchstyle summary on education suggests the results are promising but preliminary.,researchstyle summary on education suggests the results are promising but preliminary.,0,researchstyle summary education suggest result promise preliminary .,2024,7,3,1,6.909090909090909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,16.590909090909097,0.09090909090909091,1.0,0.0,0.0,1.0,0.09090909090909091,1.0,0.0,0.0,False
